customer_id,First Time,Recent Time,# of Orders,# of Orders in last 7 days,# of Orders in last 4 weeks,Amount,Amount in last 7 days,Amount in last 4 weeks,Avg_DistanceFromResturant,Avg_DeliveryTime
639183,9/17/15 6:44,10/27/15 7:31,7,,NA,1220,0,0,2,21
195815,7/16/15 13:16,12/19/15 16:27,7,2,2,196,37,37,1.8,19
449493,7/23/15 3:48,11/19/15 22:57,7,,1,4007,0,552,3.5,27
196521,8/23/15 3:54,11/16/15 9:04,7,,NA,751,0,0,2.6,22
618033,8/27/15 18:53,12/15/15 6:17,7,1,1,1629,312,312,3.4,27
159821,7/14/15 5:02,11/3/15 16:56,7,,NA,1760,0,0,2.3,45
76436,11/15/15 8:48,12/17/15 11:09,7,,5,511,0,263,3.1,38
1299696,6/8/15 16:19,9/28/15 20:31,7,,NA,696,0,0,0.9,53
91545,9/14/15 16:57,12/1/15 0:22,7,1,2,3710,352,783,1,35
421591,7/2/15 20:17,10/23/15 1:07,7,,NA,1752,0,0,2.7,19
335500,6/24/15 7:10,8/5/15 11:22,7,,NA,3866,0,0,3.4,53
1166306,10/3/15 13:48,12/20/15 20:12,7,1,2,877,116,159,1.6,63
181961,7/7/15 6:07,10/22/15 13:25,7,,NA,4650,0,0,2.6,57
712577,9/18/15 16:44,12/6/15 2:12,7,,1,2079,0,138,1.2,38
137303,7/20/15 16:59,12/8/15 17:34,7,,3,1762,0,905,2.4,24
967608,11/22/15 10:32,12/20/15 5:31,7,2,6,753,83,676,3.8,53
80550,7/11/15 19:14,9/19/15 23:33,7,,NA,1812,0,0,2.2,31
837373,10/11/15 9:23,11/15/15 10:12,7,,1,1205,0,133,3.4,15
1195937,8/11/15 1:01,11/9/15 10:44,7,,NA,3703,0,0,1.9,41
779705,6/29/15 14:16,7/4/15 14:10,7,,NA,1144,0,0,1.3,44
206073,10/5/15 3:24,11/15/15 9:06,7,,3,1864,0,889,2.3,18
267833,7/11/15 12:25,11/8/15 14:48,7,,3,8063,0,4394,2.2,35
1247057,6/26/15 16:41,10/22/15 0:04,7,,NA,3012,0,0,2.3,43
440217,7/13/15 12:14,10/25/15 19:08,7,,NA,1179,0,0,1.8,39
221667,8/4/15 17:34,12/16/15 12:59,7,1,2,3934,332,639,1.9,41
987676,12/18/15 2:39,1/4/16 22:41,7,5,7,1355,865,1355,1.6,38
39923,7/16/15 11:12,8/18/15 11:52,7,,NA,2115,0,0,1.9,29
720885,9/12/15 22:53,10/26/15 13:45,7,,NA,761,0,0,2.7,30
882060,7/27/15 14:10,12/11/15 22:03,7,2,3,2166,587,878,2.8,22
734476,9/27/15 6:18,10/14/15 20:24,7,,NA,1589,0,0,2.6,31
167580,7/1/15 18:58,8/28/15 13:19,7,,NA,3812,0,0,1.9,25
818957,10/20/15 17:19,12/20/15 11:15,7,1,3,827,118,317,0.2,47
1140902,7/21/15 9:39,10/3/15 23:55,7,,NA,2885,0,0,3.3,44
1164848,7/20/15 14:09,11/3/15 6:39,7,,NA,2421,0,0,1,39
842496,9/26/15 14:08,1/1/16 13:45,7,2,4,668,226,297,1.6,19
204780,7/25/15 0:00,12/9/15 21:50,7,1,3,701,105,359,2.8,38
1211398,7/20/15 21:26,8/30/15 13:04,7,,NA,1294,0,0,2.5,59
1231521,8/28/15 5:13,12/3/15 8:37,7,,4,9194,0,7267,1.2,16
768386,9/21/15 14:13,10/23/15 1:03,7,,NA,224,0,0,3.5,52
1290660,8/8/15 1:36,11/30/15 2:29,7,,1,1890,0,197,2.8,54
661468,9/15/15 20:41,12/23/15 5:10,7,1,1,1242,240,240,2,16
1188757,8/2/15 15:23,11/24/15 21:40,7,,NA,3135,0,0,1.1,25
81076,8/3/15 6:51,12/25/15 1:40,7,1,3,869,119,421,3.1,27
538062,8/7/15 22:53,10/26/15 22:28,7,,NA,1049,0,0,2.2,20
163193,9/23/15 20:18,10/26/15 22:25,7,,NA,3768,0,0,2.7,42
10882,9/13/15 2:50,11/27/15 8:56,7,2,3,1382,327,534,2.2,15
87557,7/5/15 17:53,11/1/15 17:04,7,,NA,743,0,0,2.8,49
905345,11/5/15 13:43,12/19/15 7:36,7,1,5,1611,276,1204,2.7,33
192936,6/20/15 14:55,11/18/15 18:54,7,,1,239,0,52,2,59
221628,7/23/15 10:27,10/18/15 14:43,7,,NA,1923,0,0,2.8,48
818217,10/22/15 13:47,12/24/15 10:03,7,2,2,247,46,46,2.2,43
409749,8/7/15 21:17,11/24/15 22:32,7,,NA,3231,0,0,2.6,30
1204416,6/9/15 19:19,10/8/15 5:19,7,,NA,3733,0,0,1.9,59
1229618,7/29/15 14:24,11/25/15 21:09,7,,1,4828,0,605,2.8,42
1264017,7/29/15 10:39,10/8/15 5:26,7,,NA,2071,0,0,2.5,25
1206211,7/1/15 4:55,11/10/15 3:57,7,,3,2287,0,794,1.7,50
624876,9/3/15 22:03,12/20/15 15:58,7,3,6,2587,1207,2280,2,37
169614,7/31/15 7:34,11/24/15 9:27,7,,NA,1651,0,0,2.7,29
755998,10/17/15 3:19,12/18/15 14:49,7,,3,662,0,283,2.1,36
508803,8/6/15 2:47,11/26/15 1:13,7,,1,2063,0,213,1.8,38
1305754,6/13/15 21:20,11/10/15 16:49,7,1,2,368,29,73,1.5,17
439376,7/29/15 21:32,12/5/15 16:00,7,,2,3139,0,845,3.2,52
841842,10/3/15 5:30,10/27/15 15:35,7,,NA,2537,0,0,3.1,16
13681,7/8/15 16:37,12/11/15 16:10,7,1,2,1097,76,252,1.5,39
1217749,6/13/15 16:56,7/4/15 13:31,7,,NA,1431,0,0,1.8,35
429703,7/24/15 20:37,11/17/15 1:47,7,,NA,1516,0,0,2.3,24
735596,10/18/15 1:16,1/2/16 14:09,7,1,1,378,56,56,1.4,43
353530,7/17/15 1:26,10/21/15 0:21,7,,NA,406,0,0,2.3,43
107562,8/10/15 10:59,10/20/15 4:31,7,,NA,551,0,0,1.4,29
263701,7/18/15 19:56,8/15/15 4:50,7,,NA,341,0,0,1,34
457742,7/28/15 14:14,10/14/15 19:38,7,,NA,2300,0,0,2.4,20
391132,7/23/15 18:46,10/2/15 16:05,7,,NA,3869,0,0,1.3,30
1236192,8/3/15 13:55,11/24/15 7:50,7,,NA,1089,0,0,1.9,43
1341897,10/20/15 20:40,11/27/15 2:12,7,,NA,2632,0,0,2.6,44
1265796,7/6/15 15:02,11/23/15 20:46,7,,1,1611,0,133,3.5,48
1327845,7/5/15 20:44,11/27/15 2:37,7,,2,2728,0,578,2.9,39
245147,7/19/15 21:35,7/29/15 7:52,7,,NA,1302,0,0,1.6,32
357172,11/28/15 9:32,12/14/15 23:02,7,3,7,2330,996,2330,3.8,30
107003,7/15/15 17:16,10/28/15 8:41,7,,NA,2066,0,0,2.4,15
20976,7/22/15 18:48,11/24/15 0:55,7,,2,1832,0,505,2.1,37
240933,9/21/15 19:10,12/31/15 2:56,7,1,2,3174,369,688,2.8,48
871292,10/6/15 16:04,11/29/15 2:37,7,,4,4477,0,2780,0.5,22
1145152,7/29/15 7:37,12/4/15 13:22,7,2,2,1142,497,497,2.8,37
885412,10/19/15 2:22,12/7/15 19:46,7,1,4,3102,322,1918,2,41
655595,9/3/15 11:45,10/27/15 7:35,7,,NA,4166,0,0,1.4,48
1196200,6/20/15 3:27,8/17/15 21:06,7,,NA,261,0,0,2.2,61
1246179,6/14/15 16:07,11/5/15 11:17,7,,1,384,0,108,2.5,25
710931,10/1/15 2:26,12/25/15 10:07,7,2,6,4126,1165,2991,2.5,29
1212834,7/24/15 8:05,12/7/15 3:55,7,,NA,4071,0,0,1.1,28
502588,8/16/15 5:26,12/20/15 20:01,7,1,1,279,35,35,3.4,16
1234426,8/7/15 13:29,10/27/15 21:30,7,,NA,5374,0,0,3,48
560841,10/2/15 18:57,11/29/15 0:37,7,,3,2078,0,962,2.4,35
616861,9/8/15 22:11,11/22/15 13:42,7,,NA,503,0,0,3.6,28
940786,11/2/15 0:27,12/4/15 5:29,7,,2,3872,0,1193,2.8,33
656839,8/19/15 13:09,11/23/15 10:36,7,,2,6190,0,1834,2.1,32
167028,10/5/15 15:54,11/16/15 0:48,7,,4,1614,0,1045,2.3,57
24487,8/22/15 19:40,11/19/15 6:42,7,,NA,396,0,0,2.5,19
780890,9/14/15 1:01,11/12/15 0:23,7,,1,304,0,27,2.4,50
1232052,7/10/15 21:25,9/14/15 9:06,7,,NA,1292,0,0,3.7,28
507635,8/15/15 19:16,12/10/15 7:15,7,,2,252,0,78,3.7,49
513151,8/11/15 1:59,11/30/15 4:28,7,,2,3773,0,1155,2,43
594919,10/11/15 22:32,11/6/15 17:39,7,,NA,1488,0,0,3.7,22
48794,7/29/15 10:14,9/10/15 6:11,7,,NA,270,0,0,3,44
354078,8/24/15 15:48,12/16/15 9:19,7,,2,2769,0,987,1.7,53
764354,10/30/15 9:39,1/3/16 1:29,7,1,3,3549,590,1497,3,34
381443,7/16/15 4:50,12/3/15 11:34,7,,1,1039,0,164,3.1,41
909901,10/27/15 20:10,12/6/15 1:50,7,1,3,2056,206,500,1.7,28
483519,8/21/15 20:37,11/30/15 7:55,7,,NA,528,0,0,3.3,68
1151917,6/29/15 22:39,12/4/15 12:33,7,,2,1740,0,542,2.8,27
1238616,7/18/15 10:47,10/31/15 13:04,7,,NA,3949,0,0,2.9,24
656555,9/6/15 7:02,11/5/15 5:34,7,,NA,1687,0,0,1.1,25
235536,7/29/15 12:55,11/7/15 14:12,7,,1,2024,0,223,2,56
86610,7/23/15 19:02,12/12/15 18:41,7,,1,1305,0,181,2.5,45
180630,7/8/15 20:39,11/7/15 8:22,7,,NA,1363,0,0,3.2,22
973661,10/30/15 21:44,11/29/15 18:06,7,1,6,114,14,83,1,42
18933,6/27/15 5:53,10/15/15 19:56,7,,NA,1862,0,0,1.3,54
495119,8/18/15 2:57,12/11/15 0:34,7,,1,322,0,58,2.9,29
637124,8/28/15 18:08,12/5/15 11:04,7,1,1,8095,1345,1345,2.7,55
1223232,7/27/15 21:02,12/8/15 12:49,7,,3,3545,0,2146,3,56
256179,7/10/15 1:14,11/2/15 11:55,7,,1,1539,0,571,2.2,47
690260,8/30/15 2:47,11/19/15 15:17,7,,4,213,0,112,2.1,41
690455,9/25/15 11:27,12/27/15 7:02,7,3,4,3939,1983,3213,3.4,18
898992,11/16/15 6:46,12/25/15 14:40,7,,3,2502,0,1438,2.6,55
1351554,7/13/15 12:59,9/18/15 4:38,7,,NA,1055,0,0,2.9,54
1190946,7/12/15 17:24,11/25/15 19:37,7,,2,317,0,126,3.1,19
34850,7/9/15 13:46,12/20/15 17:35,7,1,2,74,22,27,2.1,55
1179165,7/9/15 9:31,10/22/15 19:03,7,,NA,87,0,0,3.3,53
259667,7/20/15 5:47,8/2/15 13:34,7,,NA,5238,0,0,3.3,56
249342,7/22/15 15:18,11/26/15 12:17,7,,2,3885,0,1068,3.7,52
468862,8/1/15 12:36,11/19/15 1:10,7,,1,3916,0,349,2.6,28
233926,7/3/15 13:32,12/5/15 12:16,7,,1,4854,0,430,2.1,43
312254,6/18/15 5:15,11/14/15 7:47,7,,3,3674,0,1071,3.3,24
861540,11/9/15 2:39,12/23/15 9:41,7,2,4,1759,490,1110,3.1,16
1016106,11/19/15 14:43,12/7/15 20:12,7,3,7,4168,1340,4168,1.1,29
645742,9/1/15 22:09,11/8/15 0:54,7,,NA,212,0,0,3.6,19
67669,10/11/15 11:43,12/21/15 3:55,7,1,4,4366,398,2839,3.1,45
1284222,9/16/15 19:33,12/9/15 9:07,7,,3,1477,0,582,2.1,33
868769,10/11/15 7:03,10/30/15 13:55,7,,NA,150,0,0,3,43
65345,7/13/15 11:59,8/8/15 11:24,7,,NA,1729,0,0,2.2,21
1143873,7/27/15 19:51,11/13/15 0:49,7,,2,2117,0,252,2.8,43
449409,7/25/15 8:46,10/16/15 17:30,7,,NA,235,0,0,3,53
8738,7/17/15 15:15,11/5/15 6:11,7,,NA,3817,0,0,2,59
888710,10/13/15 22:20,11/7/15 12:59,7,,1,18,0,4,3.6,30
736031,10/8/15 2:54,11/26/15 1:45,7,,NA,2100,0,0,1,38
260918,8/15/15 21:49,12/20/15 20:25,7,1,2,1840,376,511,2.7,35
178601,7/21/15 15:53,10/8/15 19:52,7,,NA,1226,0,0,2.1,45
211175,7/5/15 13:20,9/24/15 4:13,7,,NA,1397,0,0,0.8,56
1303020,6/26/15 13:34,11/14/15 19:38,7,,2,1122,0,445,1.9,47
410843,7/16/15 12:54,10/15/15 21:43,7,,NA,586,0,0,2.4,37
230822,7/29/15 1:51,11/28/15 6:38,7,,1,1452,0,183,3.4,36
1246592,7/24/15 23:35,11/29/15 2:19,7,,NA,4058,0,0,3.1,37
16809,8/18/15 16:26,11/27/15 8:25,7,,1,3024,0,516,2.6,18
233610,7/4/15 22:30,12/8/15 8:00,7,,2,1573,0,512,2.3,36
270762,10/22/15 6:58,12/10/15 10:35,7,2,3,5792,3108,3258,4.2,20
563728,9/15/15 8:41,11/9/15 19:23,7,,NA,306,0,0,3,54
1064015,12/4/15 12:16,12/16/15 17:51,7,1,7,1925,214,1925,1.8,16
1346001,7/11/15 4:20,8/17/15 4:18,7,,NA,43,0,0,2.1,33
440644,7/31/15 0:58,12/13/15 22:31,7,1,1,2998,413,413,2,38
7222,7/13/15 5:25,9/27/15 8:14,7,,NA,4769,0,0,3.1,42
58650,7/26/15 16:37,11/21/15 23:58,7,,1,680,0,84,3.6,44
593297,9/6/15 8:49,11/20/15 1:31,7,,NA,1596,0,0,3,29
1341134,10/23/15 5:42,12/8/15 6:41,7,,1,410,0,53,2.8,45
435954,8/3/15 20:16,8/14/15 18:58,7,,NA,959,0,0,3.8,23
861958,10/23/15 20:52,12/14/15 1:15,7,1,1,2481,589,589,1.3,22
1142550,8/1/15 2:24,10/22/15 12:03,7,,NA,3016,0,0,3.8,40
1346429,7/13/15 2:57,12/6/15 14:02,7,,2,7120,0,1519,1.7,43
888106,10/30/15 11:15,12/16/15 0:52,7,2,2,2409,836,836,3.1,43
522530,8/5/15 7:49,11/25/15 14:46,7,,1,1309,0,203,3.4,16
634643,9/20/15 17:06,12/11/15 13:10,7,,1,3180,0,709,2.2,44
55242,7/17/15 7:05,11/11/15 14:07,7,,2,3133,0,949,2.5,20
1140847,7/10/15 15:20,12/10/15 13:58,7,1,3,3666,383,1360,2.5,38
86639,6/29/15 18:19,11/4/15 14:25,7,,2,6068,0,1035,2.5,40
777762,9/24/15 3:34,11/17/15 18:45,7,1,1,2292,345,345,2.4,29
1240038,8/4/15 5:28,11/23/15 14:55,7,,3,528,0,308,3.2,18
1291450,7/20/15 0:36,10/26/15 19:20,7,,NA,1414,0,0,2.7,26
225302,7/27/15 22:02,8/1/15 15:04,7,,NA,4165,0,0,1.8,31
139190,7/12/15 7:48,12/10/15 13:39,7,,2,5103,0,1403,2.7,46
59866,6/28/15 5:26,9/14/15 15:05,7,,NA,3831,0,0,2.2,23
1200223,8/25/15 0:32,11/10/15 6:40,7,,NA,2964,0,0,3,26
275900,7/8/15 15:09,12/2/15 10:36,7,,1,2286,0,436,4.5,29
385152,7/15/15 2:11,12/7/15 22:36,7,,1,4287,0,688,2.3,31
608242,8/30/15 15:15,11/17/15 14:02,7,,1,938,0,159,1,47
425618,8/3/15 7:45,12/21/15 11:05,7,1,3,2866,274,1391,2,41
217551,10/9/15 10:47,12/12/15 11:35,7,,3,5329,0,2633,2,43
594413,9/12/15 2:02,12/27/15 10:54,7,2,2,6234,1131,1131,2.9,50
1234583,8/8/15 9:05,12/8/15 11:16,7,,2,2015,0,376,3.3,45
530262,8/6/15 21:25,11/25/15 19:48,7,,2,1261,0,194,1.9,42
186941,7/31/15 6:30,10/21/15 10:03,7,,NA,2995,0,0,2.9,56
165054,9/1/15 10:41,12/29/15 18:24,7,1,3,3661,353,1720,3.2,53
402977,7/11/15 2:01,10/7/15 13:28,7,,NA,1726,0,0,1.6,24
945386,7/5/15 8:31,12/5/15 20:32,7,1,2,2538,552,1089,1.4,54
277913,8/17/15 11:26,12/6/15 19:20,7,1,3,3367,563,1234,3.1,24
305187,7/14/15 12:35,11/7/15 8:01,7,,NA,1733,0,0,2.7,27
593626,8/12/15 23:37,10/31/15 4:30,7,,NA,1896,0,0,2.4,45
421102,8/3/15 0:02,12/23/15 1:35,7,,2,2690,0,719,2.1,30
452583,7/11/15 18:00,9/8/15 20:49,7,,NA,3164,0,0,2.8,21
455221,8/21/15 15:50,12/20/15 1:06,7,,1,2661,0,171,3.7,18
974046,10/28/15 13:54,11/25/15 23:12,7,1,6,331,95,280,2.4,55
1289807,9/3/15 21:09,12/7/15 7:04,7,,2,4230,0,1924,2.2,26
627237,8/29/15 19:25,9/16/15 19:58,6,,NA,883,0,0,1.7,35
422923,7/25/15 10:56,8/8/15 4:21,6,,NA,634,0,0,3.2,27
1168828,11/5/15 3:41,12/18/15 17:28,6,1,4,1962,414,1337,3.6,26
548494,8/18/15 10:20,11/13/15 5:51,6,,NA,2807,0,0,2.1,29
283989,7/14/15 3:16,9/24/15 12:39,6,,NA,1651,0,0,1.3,49
170572,8/13/15 7:13,12/5/15 18:11,6,1,1,1355,318,318,0.5,44
1274613,8/19/15 2:11,10/5/15 3:47,6,,NA,1648,0,0,2.5,18
562159,8/28/15 16:13,11/19/15 1:45,6,,NA,2610,0,0,1.3,55
820194,9/30/15 13:41,11/17/15 15:33,6,,3,1441,0,739,1.9,23
1342256,10/10/15 10:25,1/8/16 16:48,6,1,2,2888,433,805,3.1,47
447067,7/20/15 17:44,10/11/15 5:37,6,,NA,2015,0,0,2.7,16
1275035,8/11/15 21:31,1/1/16 16:43,6,1,3,1652,254,767,3.7,22
1285175,7/6/15 7:33,9/24/15 2:31,6,,NA,678,0,0,2.8,49
1060535,12/7/15 8:09,12/21/15 1:43,6,1,6,337,42,337,0.4,24
461054,7/24/15 5:32,11/30/15 23:56,6,,3,2796,0,1195,2.3,50
816915,12/6/15 12:48,12/27/15 3:51,6,2,6,1550,864,1550,1.9,44
113855,9/23/15 12:44,12/15/15 6:09,6,,4,2673,0,2022,3.9,18
85583,7/20/15 19:52,11/20/15 4:07,6,,NA,605,0,0,3.5,32
871118,10/16/15 14:23,11/18/15 13:42,6,,1,1726,0,346,0.8,30
625885,9/8/15 2:36,10/28/15 1:51,6,,NA,1453,0,0,3,29
1227149,7/21/15 12:25,12/22/15 20:32,6,1,1,4515,1142,1142,2.3,31
1305509,9/15/15 14:54,12/1/15 20:26,6,,1,2203,0,356,2.3,42
858202,10/4/15 4:22,11/13/15 22:34,6,,2,637,0,160,2.1,29
101327,7/4/15 3:44,10/18/15 11:10,6,,NA,1639,0,0,3.6,56
332503,7/3/15 9:28,9/26/15 7:52,6,,NA,528,0,0,1.7,32
1065220,12/24/15 7:23,1/6/16 12:17,6,3,6,2390,1153,2390,2.4,24
262006,7/1/15 18:10,12/12/15 19:47,6,1,1,161,27,27,1.3,21
69739,9/2/15 19:00,11/30/15 8:37,6,,NA,8287,0,0,3.9,51
1261313,7/10/15 2:05,11/20/15 22:24,6,,2,1389,0,323,1.1,17
716375,9/6/15 3:59,11/22/15 14:16,6,,3,2258,0,1172,1.3,43
550121,8/17/15 12:01,12/15/15 18:37,6,1,2,156,41,60,2.6,28
1342200,7/10/15 12:57,10/25/15 6:37,6,,NA,8040,0,0,1.3,57
649506,8/26/15 20:14,10/16/15 8:44,6,,NA,1257,0,0,3.5,61
21600,8/20/15 5:54,11/18/15 12:57,6,,NA,792,0,0,2.6,38
96244,9/16/15 11:07,11/20/15 7:15,6,,NA,1364,0,0,2.2,38
1265686,8/17/15 7:55,10/29/15 8:41,6,,NA,826,0,0,4.3,31
808619,11/17/15 9:16,12/16/15 17:37,6,3,5,995,312,617,1.1,22
240935,6/28/15 12:35,11/14/15 16:36,6,,2,1324,0,486,1.6,36
650886,11/22/15 6:05,12/24/15 18:22,6,,3,857,0,433,3.2,35
192837,8/5/15 18:31,12/13/15 0:38,6,1,3,691,139,340,1.6,31
408891,8/24/15 3:44,12/15/15 11:00,6,,2,1511,0,472,1.2,51
1001822,11/22/15 5:32,12/9/15 0:46,6,,6,2487,0,2487,1.3,34
1325311,9/8/15 17:47,11/24/15 7:00,6,,NA,2821,0,0,2.2,29
420233,7/14/15 15:34,8/4/15 2:57,6,,NA,1072,0,0,2.4,28
696986,9/12/15 12:05,11/1/15 10:41,6,,NA,1319,0,0,1.1,27
536011,8/23/15 9:29,12/13/15 18:12,6,,4,4086,0,2583,2.8,55
198948,7/9/15 6:45,12/17/15 15:21,6,2,3,2896,668,1248,1.9,56
692380,7/16/15 22:14,11/12/15 9:51,6,,NA,1212,0,0,0.3,26
371773,7/27/15 4:53,10/17/15 3:11,6,,NA,5203,0,0,3.9,36
978352,12/2/15 2:55,12/19/15 12:46,6,,4,2277,0,1587,2.6,43
57160,8/1/15 6:59,12/5/15 10:11,6,,2,604,0,270,2.3,25
478067,8/10/15 23:24,9/9/15 6:34,6,,NA,439,0,0,2.3,25
534085,8/13/15 5:35,11/7/15 18:03,6,,NA,1345,0,0,1.6,47
1062088,12/8/15 23:07,12/18/15 21:36,6,4,6,1662,1063,1662,2,20
330695,7/15/15 14:11,11/15/15 3:23,6,,NA,3865,0,0,3.9,22
1239411,7/6/15 8:43,12/6/15 1:50,6,1,3,4246,291,2496,1.2,21
381212,6/23/15 8:26,10/18/15 13:43,6,,NA,150,0,0,1.6,32
275591,8/4/15 12:01,12/1/15 6:10,6,,2,577,0,172,2.9,31
173877,8/25/15 5:42,11/26/15 0:49,6,,1,690,0,132,2.3,21
43319,9/7/15 13:59,12/25/15 15:33,6,,2,7039,0,2297,3.1,19
49740,7/17/15 17:41,12/24/15 19:21,6,1,1,1490,187,187,3.3,49
550745,10/14/15 15:16,11/14/15 23:23,6,,NA,2196,0,0,2,15
1257784,7/13/15 3:34,11/27/15 5:05,6,,1,3004,0,1058,3.3,25
519466,8/29/15 1:53,1/3/16 15:37,6,1,1,2369,181,181,2.5,31
1289452,10/1/15 18:09,10/29/15 15:01,6,,NA,2650,0,0,2.7,54
459545,7/21/15 17:43,12/2/15 6:03,6,,1,1120,0,155,3.6,52
885668,11/13/15 14:41,12/15/15 16:44,6,,1,768,0,291,1.7,20
981759,9/7/15 19:09,12/16/15 0:17,6,1,1,1976,347,347,3.5,26
465230,7/24/15 8:56,9/24/15 19:44,6,,NA,604,0,0,1.4,40
761565,10/23/15 21:31,12/25/15 23:06,6,,4,2893,0,1438,1.9,55
142644,7/3/15 13:31,11/15/15 14:56,6,,2,2264,0,352,1.2,28
722409,10/10/15 2:10,12/16/15 23:57,6,,3,3542,0,1831,2.5,24
1004692,10/21/15 11:48,10/30/15 21:24,6,,5,1161,0,995,2.9,27
900271,10/30/15 2:58,12/7/15 17:26,6,,1,3981,0,539,2.4,32
1223724,7/23/15 14:50,10/17/15 10:08,6,,NA,839,0,0,2,18
888796,11/1/15 3:54,12/12/15 15:55,6,1,4,4089,623,2281,1.8,53
1160150,7/7/15 17:56,10/8/15 15:05,6,,NA,14542,0,0,2.3,36
384436,7/6/15 21:04,10/28/15 14:32,6,,NA,1557,0,0,3.1,23
1335705,7/16/15 10:54,10/12/15 6:36,6,,NA,1273,0,0,1.8,46
512788,8/5/15 9:54,12/7/15 5:56,6,3,5,2040,1020,1757,3.3,57
1205267,8/22/15 20:47,11/25/15 7:56,6,,1,930,0,165,0.7,26
80615,8/9/15 21:55,11/23/15 13:40,6,,NA,2786,0,0,1.8,41
457236,7/24/15 0:07,11/11/15 4:46,6,,1,227,0,26,2.1,41
207491,7/2/15 1:06,9/14/15 13:25,6,,NA,2531,0,0,3.3,25
287582,7/2/15 5:04,9/11/15 0:04,6,,NA,2362,0,0,0.9,20
118420,8/24/15 5:03,1/3/16 6:45,6,1,1,3421,641,641,2.4,33
382330,6/26/15 1:58,8/12/15 12:45,6,,NA,2192,0,0,2.1,46
662007,9/21/15 0:47,11/3/15 7:42,6,,NA,808,0,0,2.6,30
505180,7/19/15 17:07,9/1/15 6:05,6,,NA,654,0,0,1.6,43
713778,9/23/15 4:16,11/28/15 17:11,6,,1,884,0,303,2.3,35
450667,8/20/15 9:14,12/29/15 6:17,6,,2,1566,0,450,2.9,29
698574,9/30/15 19:17,11/20/15 14:14,6,,5,929,0,670,2.6,32
424505,7/10/15 11:44,11/6/15 22:53,6,,NA,718,0,0,1.9,35
1311944,7/21/15 19:26,11/11/15 9:25,6,,NA,60,0,0,3.3,40
477430,7/13/15 6:47,11/18/15 14:55,6,,5,5070,0,3026,3.5,30
10730,7/23/15 23:07,11/25/15 19:37,6,,NA,2642,0,0,1.7,25
163191,7/11/15 1:48,7/27/15 11:55,6,,NA,787,0,0,1.9,48
213757,7/20/15 0:06,11/27/15 6:10,6,1,1,3971,1999,1999,1,35
653118,9/12/15 23:00,11/8/15 19:04,6,,NA,8514,0,0,1.4,66
681598,9/17/15 20:43,11/24/15 14:40,6,,NA,403,0,0,1,17
1259748,7/3/15 20:16,9/26/15 2:47,6,,NA,2224,0,0,1.4,42
60968,7/20/15 7:16,9/17/15 17:09,6,,NA,2642,0,0,3.2,23
430180,7/2/15 20:23,8/9/15 3:57,6,,NA,11824,0,0,2.9,45
812728,9/26/15 14:53,12/8/15 1:07,6,1,4,3601,237,1752,2.4,56
1136951,9/2/15 0:52,11/19/15 0:37,6,,NA,109,0,0,1,39
1323069,10/25/15 15:46,11/25/15 15:10,6,,NA,285,0,0,3,56
784920,10/28/15 20:35,12/14/15 20:44,6,,1,3776,0,397,2.1,17
3031,7/20/15 1:06,11/18/15 3:17,6,,1,4278,0,2077,2.2,28
749811,9/8/15 7:15,11/21/15 19:45,6,,3,1871,0,1112,2.5,49
369734,7/17/15 0:53,9/29/15 14:53,6,,NA,470,0,0,2.7,29
429658,7/25/15 18:31,12/18/15 12:04,6,1,1,7032,731,731,1.7,27
1352992,7/27/15 0:43,11/23/15 19:44,6,,2,1802,0,600,1.6,38
647189,8/28/15 0:48,11/24/15 12:23,6,,3,11,0,8,3.4,19
914863,11/6/15 11:01,12/16/15 1:11,6,1,5,208,40,175,2.6,49
499394,7/28/15 12:15,9/30/15 17:31,6,,NA,4568,0,0,1.6,32
563592,9/25/15 10:00,12/27/15 6:53,6,,4,409,0,276,2,36
184607,7/17/15 16:41,12/18/15 7:04,6,1,1,695,91,91,2.3,60
907671,10/18/15 2:46,11/22/15 20:12,6,,2,559,0,159,1.5,42
670625,9/23/15 9:40,11/17/15 8:28,6,2,2,2125,586,586,2.8,24
994343,11/19/15 11:19,12/15/15 0:34,6,1,6,184,34,184,3.2,48
1320958,7/14/15 3:58,12/18/15 1:26,6,1,2,610,68,275,2.2,26
987102,11/17/15 12:52,12/15/15 21:27,6,1,6,1798,503,1798,0.9,25
879818,11/14/15 5:40,12/23/15 11:11,6,,2,1372,0,394,2.8,47
102489,7/8/15 6:40,11/7/15 1:16,6,,NA,885,0,0,1.2,43
983850,11/12/15 6:33,12/3/15 14:10,6,1,6,3862,759,3862,1.5,26
173945,6/18/15 3:39,11/6/15 10:07,6,,2,1326,0,317,1.2,32
1322780,7/25/15 13:23,11/14/15 4:43,6,,NA,1348,0,0,0.4,28
81950,9/24/15 7:45,11/15/15 18:54,6,,2,5767,0,1243,1.6,16
365791,6/23/15 16:40,9/19/15 13:25,6,,NA,1444,0,0,2.6,31
70208,7/9/15 11:32,10/29/15 23:05,6,,NA,758,0,0,3,47
1164317,7/8/15 14:25,11/30/15 17:50,6,,1,485,0,123,2.2,48
1340313,7/19/15 5:15,12/23/15 22:28,6,1,1,1592,473,473,1.9,44
704106,9/15/15 14:49,11/17/15 23:03,6,,1,582,0,60,1.5,34
1312357,6/19/15 14:48,10/12/15 11:50,6,,NA,708,0,0,2.8,54
